game_title,platform,critic_name,review_text,critic_score,global_metascore
lego star wars ii: the original trilogy,gamecube,Play Magazine,"And, were it not said, someone would be drummed out of the union: The Force is strong with this one. [Oct. 2006, p.52]",85,84
lego star wars ii: the original trilogy,gamecube,Game Chronicles,"The familiar setting, the familiar story, and the familiar building blocks all stack up for one of the most memorable experiences in this generation of gaming.",85,84
lego star wars ii: the original trilogy,gamecube,N-Insanity,"This is just a great game, hands down. It is a shame that some of the aspects like actually having to put effort into getting a Game Over remained put, but like I said before, this is a game geared more for our little brothers and sisters.",84,84
lego star wars ii: the original trilogy,gamecube,IGN,The bottom line is that it's a heck of a lot of fun and has a great amount of replay value beyond a single play-through. Best family game this year? Probably so.,84,84
lego star wars ii: the original trilogy,gamecube,GameTrailers,"It's a sequel to one of the most entertaining Star Wars games ever made, and it honors one of the best sci-fi trilogies of all time. Unfortunately, some of the design limitations might keep you from playing each level multiple times to find all the goodies and online achievements.",82,84
lego star wars ii: the original trilogy,gamecube,Games Radar,"With solidly rebuilt controls only a little marred by a still-fussy camera, LEGO Star Wars II is even better than last years prequel trilogy-based offering. And, as the first LEGO Star Wars was an amazingly entertaining homage to Lucas's genius, this sequel stands atop the original's shoulders as the pinnacle of LEGO Star Wars fun.",80,84
lego star wars ii: the original trilogy,gamecube,Pro-G,"It's a nice touch to actually have to build things in a game featuring building blocks, and adds to the game's overall tongue-in-cheek feel.",80,84
lego star wars ii: the original trilogy,gamecube,Game Informer,"This entire game is held up by the comedy that it delivers, and as a result, I don't think I've laughed this hard in years. [Oct. 2006, p.95]",80,84
lego star wars ii: the original trilogy,gamecube,1UP,"Like any good sequel, Lego Star Wars II improves on the original in almost every way. But most importantly, it's about the good episodes now. For that reason alone, Lego Star Wars II is one of the most enjoyable games of this fall.",80,84
lego star wars ii: the original trilogy,gamecube,Yahoo!,Its enthusiasm is infectious and irresistible.,80,84
lego star wars ii: the original trilogy,gamecube,GameSpot,"The gameplay hasn't changed dramatically, but better source material makes Lego Star Wars II a better game than its predecessor.",77,84
lego star wars ii: the original trilogy,gamecube,Nintendo Power,"LEGO star Wars laid the groundwork for a solid sequel, and LEGO Star Wars II delivers. [Nov. 2006, p.88]",75,84
lego star wars ii: the original trilogy,gamecube,Electronic Gaming Monthly,"You have to give credit to the brilliant blockhead who forced this awesome yet fundamentally bizarro idea on LucasArts. [Oct. 2006, p.111]",73,84
lego star wars ii: the original trilogy,gamecube,NintendoWorldReport,"I recommend LSWII to those who really loved the original – for me, it was worthwhile to see all the cinemas and locations, and plenty of fun in co-op. It doesn't live up to the original by any means.",70,84
battlefield 2,pc,GameSpy,"Once you strap into an F/A-18 and rocket over the landscape, once you're crouched next to a tank trying valiantly to repair it while bullets ping off of the armor inches above your head, once you defend a waypoint and ask for new orders from your commander over the radio, all of those nitpicks about map balance or sniper power fade.",100,91
battlefield 2,pc,Yahoo!,"With incredible communication tools, top-notch visuals, and a fantastic balance of vehicles and classes, EA has won the battle and the war of online team-based shooters.",100,91
battlefield 2,pc,Computer Gaming World,"The neat thing is that none of it—the chain of command, the elitist bands of E-brothers, the Patton-approved battle plans—needs to matter, at least to the curious weekend commando looking to pop into a public server and simply shoot somebody.",100,91
battlefield 2,pc,Times Online,"The game is at its best when played online or across large networks, since real opponents can be ingenious and make better fidgety targets.",100,91
battlefield 2,pc,Detroit Free Press,"Want more statistics? You got 'em. More ways to contribute to your team (and rewards for doing so) for things like healing and supplies? Done. Better graphics? Much, much, much better. Same great zippy action as you move from tank to helicopter to foot? You bet.",100,91
battlefield 2,pc,G4 TV,"Each class changes the game so drastically that when you grow tired of slinging lead in the alleys, you can always go spec ops or engineer for a completely new experience. The depth and quality here is just staggering, and you won't find a better multiplayer shooter on the PC.",100,91
battlefield 2,pc,Game Chronicles,"Much like the real military, Battlefield 2 is not just a game, it’s a way of life.",97,91
battlefield 2,pc,XGP Gaming,"When people get together and play as a team, the game truly shines. Battlefield 2 is the ultimate package. You’ve got gorgeous visuals, excellent gameplay and superb sound.",96,91
battlefield 2,pc,Gamer's Hell,"Easily the best online experience I’ve ever had. Even with a few shortcomings like a horrible in-game server browser and extremely long and boring load times, Battlefield 2 is still a step ahead of the rest.",95,91
battlefield 2,pc,PGNx Media,"An amazing game. Digital Illusions has done what many considered impossible: made a game better, and more fun than ""Battlefield 1942.""",95,91
battlefield 2,pc,Da Gameboyz,"DICE and EA have nailed it with Battlefield 2. I'm hooked, and you should be too.",95,91
battlefield 2,pc,IncGamers,"When it’s all said and done, Battlefield 2 is one of those games that justifies upgrading ones computer and splurging for the sometimes-pricey broadband connection. It’s a fulfilling experience through and through.",95,91
battlefield 2,pc,BonusStage,"Simply put, if you can get past all the damn bugs in the online game, Battlefield 2 is hands-down the best PC game you’ll probably ever play in your life. Well, that’s at least until the next installment comes out.",94,91
battlefield 2,pc,Computer and Video Games,"Graphically it's stunning to behold, geographically vast to explore and whereas the first two games in the series were typified by the anarchic rushes for armour, BF2 promotes and rewards altruism and teamwork like no other.",94,91
battlefield 2,pc,PC Gamer,"It's finely tuned maps and balanced gameplay prove that you CAN improve on perfection. [Sept 2005, p.56]",94,91
battlefield 2,pc,Pelit (Finland),An excellent modern-day multiplayer FPS. The game has an amazing atmosphere and the arcade-ish gameplay makes it fun to play. [Aug. 05],94,91
battlefield 2,pc,GameSpot,"A thrilling testament to how great PC gaming can be. It packs unmatched gameplay, impressive visuals, and endless replayability in one exquisite package. And it's, by far, the most fun that we've had with a PC game this year.",93,91
battlefield 2,pc,Game Informer,"A masterpiece. [Aug 2005, p.104]",93,91
battlefield 2,pc,GameZone,BF2 is one of the best FPS modern day wargames to date in my opinion. You gotta have it!,92,91
battlefield 2,pc,Worth Playing,"It's so well put together that the flaws that do stand out are minor, and while they do add up, they are generally forgotten about once you actually get into the game. It has definitely seized the top spot in its genre.",92,91
battlefield 2,pc,Jolt Online Gaming UK,"Battlefield 2 is a fantastic online shooter, and possibly one of the best we’ve played. The attention to detail, the features and the fantastically designed maps combine to make a brilliant game.",92,91
battlefield 2,pc,FiringSquad,"Those looking for a completely new gameplay experience will be disappointed, as will those hoping for more realism. However, if you're looking for a faster, cleaner and more polished Battlefield, this is it. Digital Illusions didn't roll any dice on this one (pardon the pun), they stuck to the formula but fleshed it out and polished it up.",91,91
battlefield 2,pc,PC Format,"Exhilarating to the point of giddiness. This is a martial masterpiece. [Aug 2005, p.80]",91,91
battlefield 2,pc,ActionTrip,"While Battlefield 2 doesn't make any huge leaps over its predecessor, it is a very, very good game, and the more you play it, the more you'll notice how good it is. DICE Sweden knows their stuff.",90,91
battlefield 2,pc,Eurogamer,"On a server packed full of humans, with a decent commander and motivated, organised squads it plays like an absolute dream. So hurrah for that.",90,91
battlefield 2,pc,Boomtown,A great round of applause then for DICE for making a game that improves the concept and gameplay as well as Battlefield 2 does it.,90,91
battlefield 2,pc,PC Gameworld,"If first person shooters are your bag, be sure to peel this banana and taste its sweet bounty.",90,91
battlefield 2,pc,eToychest,"There are only two things that keep Battlefield 2 from online perfection. The first and most formidable of the two is the terrible browser used to navigate the game’s servers. It’s slow, inaccurate, and downright frustrating at times.",90,91
battlefield 2,pc,GamerFeed,"The available maps are enormous, and the player is overwhelmed by the feel of modern warfare as jets race across the sky, choppers hover overhead, and tanks roll across the roads.",90,91
battlefield 2,pc,Pelaaja (Finland),"Team-based combat has been attempted in many games before, but it’s never been as well pulled of as in Battlefield 2. If this game doesn’t create some great team-play action on public servers, then nothing will. [July 2005, p.70]",90,91
battlefield 2,pc,Edge Magazine,"A much-needed statement of authority for PC - an online spectacle that eclipses the grand rhetoric volleyed back and forth between the manufacturers of tomorrow's super-powered consoles. A new level of multiplayer combat begins here and now, with shock and awe.",90,91
battlefield 2,pc,Cheat Code Central,"The animation is smooth and the sound effects are top shelf. Bullets whiz by, explosions echo in the valley and the screams of the enemy play like a sadistic symphony across the bloody fields. War has never been this much fun.",90,91
battlefield 2,pc,The Sydney Morning Herald,Playing with dozens of real-life comrades is exhilarating.,90,91
battlefield 2,pc,games(TM),"Battlefield 2 represents a far better understanding of what war actually entails; an effort to put the player in the heart of a battle where advancement is more strategic than just running around looking for a target. [Aug 2005, p.90]",90,91
battlefield 2,pc,PALGN,"One of the strongest multiplayer shooters on the market. With classes that compliment each other, a brilliant squad system, and fast, furious gameplay, Battlefield 2 is about as much fun as online shooters get. An easy contender for game of the year.",90,91
battlefield 2,pc,Play Magazine,"There's a clear and steady stream of tactical flow across virtually every map, a rare feat in and of itself. [Aug 2005, p.66]",90,91
battlefield 2,pc,Thunderbolt,"Team play innovations, graphical supremacy and the thundering roar of enemy jets combined with persistent stats all work together to really put you There. There being any one of the varied, immaculately crafted maps, each available in 16, 32 and 64 player sizes.",90,91
battlefield 2,pc,WHAM! Gaming,"A phenomenal game if it runs on your machine. While it is not exactly the dynamic battlefield that EA had hyped, it is one of the most enjoyable multiplayer first person shooters to come out in years.",90,91
battlefield 2,pc,AceGamez,"You've got love a game that can have you dodging bullets as you ride through an enemy base in a buggy, guns blazing one minute, then sneaking onto an enemy runway, blowing their aircraft to pieces and stealing one of their helicopters to escape the next. The variety is what makes Battlefield 2 the enjoyable game it is; the unpredictability means it rarely gets repetitive.",90,91
battlefield 2,pc,Computer Games Magazine,"Perhaps the single most thrilling instance of how far shooters have come. [Sept 2005, p.44]",90,91
battlefield 2,pc,Xequted,"If you've got a powerful enough system, you simply must take advantage of it and buy Battlefield 2.",90,91
battlefield 2,pc,GamesRadar+,"If your machine is up to it, you won’t find a better team game than Battlefield 2, period.",90,91
battlefield 2,pc,IGN,The thing to remember about Battlefield 2 is that it's exceptionally fun.,89,91
battlefield 2,pc,Gamers' Temple,"On the field of multiplayer shooter combat, Battlefield 2 conquers the competition with shock and awe.",89,91
battlefield 2,pc,Inside Gamer Online,"An excellent step in the evolution of the series, featuring strong improvements to communication in action games while retaining the hectic nature of the combat so familiar to fans.",88,91
battlefield 2,pc,Next Level Gaming,"For those of you that like multiplayer games then you have a winner in Battlefield 2. If, however, you are a single player fan like myself then I’m sorry, but there are better FPS out there for you, including ""Battlefield 1942.""",88,91
battlefield 2,pc,CPUGamer,"If you have a clan or a group of friends that want to go fighting together, it is a great way to spend a couple of hours.",87,91
battlefield 2,pc,Gaming Nexus,It’s one of the few games where I’ve had a ton of fun even when I m losing a match. I’ve had many cool experiences playing it and a lot of “did I just see that” moments but all of that is crapped on by the bugs and quirks in the game.,87,91
battlefield 2,pc,1UP,"Battlefield 2 absolutely sets a new standard for multiplayer combat on a grand scale, but the final result is evolutionary, not revolutionary, so the the proposition is a little bit tricky.",85,91
battlefield 2,pc,Game Over Online,"The game is excellent, merely sabotaged by lack of polish and in some circumstances, by human behaviour. I wouldn’t punish Dice for being adventurous.",84,91
backyard wrestling: don't try this at home,playstation-2,Playboy,"We finally fulfilled our dream of beating guest stars Insane Clown Posse with a baseball bat. [Oct 2003, p.37]",75,51
backyard wrestling: don't try this at home,playstation-2,Next Level Gaming,"Crappy computer AI, and a very ""vanilla"" Create-A-Wrestler mode just doesn't put this in the same category as Smackdown, Raw, or Wrestlemania.",70,51
backyard wrestling: don't try this at home,playstation-2,Game Chronicles,"If you were a fan of Backyard Wrestling before the game then this title was made just for you. If you enjoy ultra-violent games like ""Tenchu"" or ""Thrill Kill"" then you will definitely want to play this game.",70,51
backyard wrestling: don't try this at home,playstation-2,GamePro,"It feels sloppy and looks simple, but from time to time the brilliance of the game design shines through.",70,51
backyard wrestling: don't try this at home,playstation-2,GameZone,"As a wrestling game it is average at best, but as a fighting game it walks the line between average and good. ""Real"" wrestling fans will probably be disappointed because of the controls.",70,51
backyard wrestling: don't try this at home,playstation-2,Weekly Famitsu,7 / 6 / 7 / 7 - 27 [Vol 801; 23 Apr 2004],68,51
backyard wrestling: don't try this at home,playstation-2,IGN,"Overly shallow in the mechanical department and not quite sure if it wants to be a fighting game or a wrestler, Don't Try This At Home isn't as fulfilling as it should be.",65,51
backyard wrestling: don't try this at home,playstation-2,Cheat Code Central,"They made the areas interactive and while it is cool to be able to use and destroy the areas you're fighting in, somewhere along the way they seemed to pass the reality factor of the whole theme the game was based on.",60,51
backyard wrestling: don't try this at home,playstation-2,GamingTrend,"Backyard wrestling is violent, bloody and mimics everything that makes the 'sport' popular, including the culture, music and even the violence... Unfortunately the game isn&#146;t a whole lot of fun.",59,51
backyard wrestling: don't try this at home,playstation-2,Electronic Gaming Monthly,"Don't count on using this stuff the way it was intended, though. Unlike the routines real wrestlers choreograph, these matches are absolute button-mashing chaos. [Dec 2003, p.194]",57,51
backyard wrestling: don't try this at home,playstation-2,Game Informer,"I can't put my personal feelings on crarpy games aside enough to recommend Don't Try This At Home to anyone but people who think that getting thumbtacks stuck in your ass and scalp are a fun way to spend a Saturday. [Dec 2003, p.148]",55,51
backyard wrestling: don't try this at home,playstation-2,Official U.S. Playstation Magazine,"If you strip away the seedy premise, the game shows promise of being a knockoff of Capcom's ""Power Stone,"" yet it ultimately falls short of replicating the fun and intensity of the Dreamcast classic. [Dec 2003, p.168]",50,51
backyard wrestling: don't try this at home,playstation-2,netjak,"This game had serious potential amongst fans of the genre, but Eidos and Paradox have totally sacrificed depth and mechanics and put out true garbage.",48,51
backyard wrestling: don't try this at home,playstation-2,GameSpot,"While Backyard Wrestling certainly has qualities that could make for an interesting wrestling game, Don't Try This at Home is so unpolished that it's far more of a chore than a pleasure to play.",47,51
backyard wrestling: don't try this at home,playstation-2,G4 TV,"There's some shocking stuff, but nothing exciting happens. It's just like watching Jerry Springer. If you've seen it once, you've seen it all.",40,51
backyard wrestling: don't try this at home,playstation-2,PSX Nation,"The cartoony violence, blood spills and redneck appeal of Backyard Wrestling&#146;s rural locales and colorful cast of characters wears thin quicker than the time it took its equally-shoddy sequel to come out.",40,51
backyard wrestling: don't try this at home,playstation-2,PSM Magazine,"About as fun as being hit in the face with a chair. [Holiday 2003, p.44]",40,51
backyard wrestling: don't try this at home,playstation-2,Deeko,The hardest part about reviewing this game is that it is so fundamentally awful it is hard not to want to give it the lowest score possible.,35,51
backyard wrestling: don't try this at home,playstation-2,Play Magazine,"There are many reasons to be appalled by this game, but it all starts with a poorly designed game engine that's spazzy to the point of near unplayability. [Dec 2003, p.100]",33,51
backyard wrestling: don't try this at home,playstation-2,GMR Magazine,"Seriously, don't be tempted to suffer through this painful experience. [Jan 2004, p.56]",30,51
backyard wrestling: don't try this at home,playstation-2,GameSpy,"Compared to most wrestling games, the movesets here have been whittled down to almost nothing.",30,51
backyard wrestling: don't try this at home,playstation-2,Gamer's Pulse,"This game stinks like raw, untreated, sewage. The gameplay is short lived, repetitive, and poorly balanced.",30,51
backyard wrestling: don't try this at home,playstation-2,Maxim Online,"Sadly, the sloppy controls and graphics make the game about as fun as a blow to the brainpan with a spiked bat.",20,51
backyard wrestling: don't try this at home,playstation-2,Gamestyle,Try hitting your head against a brick wall for about half an hour instead.,20,51
medal of honor: airborne,playstation-3,Cheat Code Central,"I applaud the developers for not dragging the gameplay out. It's as long as it needs to be, and even if that means a little on the short side, so be it. It just leaves me wanting more.",92,75
medal of honor: airborne,playstation-3,PTGamers,"Airborne is the good kind of war. The classicism of the series tempered with a compelling sense of freedom results in an interesting experience. However, some obvious flaws cannot be ignored.",85,75
medal of honor: airborne,playstation-3,Play UK,"A huge leap forward for the franchise and the best Medal of Honor in the series to date. However, it's betrayed by a complete lack of polish. [Issue#161, p.96]",85,75
medal of honor: airborne,playstation-3,Worth Playing,"Despite Call of Duty 3's quite a bit more robust online multiplayer features, trudging through that title's single-player campaign felt more like doing the weekly marketing by one's scrawled, near-illegible shopping list than playing a game.",83,75
medal of honor: airborne,playstation-3,GameZone,"In spite of the glitches, annoyances, and graphics that are nowhere near PS3’s expectations, Airborne is a tremendously thrilling game.",80,75
medal of honor: airborne,playstation-3,Gamers' Temple,Medal of Honor: Airborne is an example that shows even genres that seem to have overstayed their welcome can produce a fun game.,80,75
medal of honor: airborne,playstation-3,DarkStation,"Medal of Honor Airborne for the Playstation 3 is one of those games that is just a great deal of fun, but the final verdict can't be as high as I think the developers were anticipating.",80,75
medal of honor: airborne,playstation-3,IGN,"The shiny coat of EA presentation covering all aspects of Airborne certainly help with the enjoyment, but there's not quite as much variety and interaction that we're becoming used to in top-tier shooters these days.",79,75
medal of honor: airborne,playstation-3,Gaming Age,"I can't lie, I actually enjoyed Medal of Honor: Airborne and if EA can keep producing more quality games like it, I may be able to endure another venture into WWII land. But if you want my advice, keep the idea; change the time line, okay?",75,75
medal of honor: airborne,playstation-3,MEGamers,"A short campaign mode with some variations in game play though, added to a much uninspired online mode.",74,75
medal of honor: airborne,playstation-3,Game Over Online,A fair presentation of a game that we’ve all played a lot of times before.,72,75
medal of honor: airborne,playstation-3,GameSpot,"The single-player campaign doesn't get cooking until the last two levels, but those two levels combined with solid multiplayer make it worth enlisting in the Airborne.",70,75
medal of honor: airborne,playstation-3,Playstation: The Official Magazine (US),"Fo us, the downsides weigh more heavily than the ups on this one. [Feb 2008, p.80]",70,75
medal of honor: airborne,playstation-3,PSM3 Magazine UK,"Shabby. [Jan 2008, p.66]",69,75
medal of honor: airborne,playstation-3,Playstation Official Magazine UK,"There are promising ideas here but it's too messy overall for anything to really shine through. [Christmas 2007, p.100]",60,75
medal of honor: airborne,playstation-3,PSX Extreme,"But the game is marred with gameplay that features a number of annoying quirks, such as aim issues and lifeless artificial intelligence. Moreover, variety isn't a strong point, and the multiplayer is horrifically barebones and limited to only eight gamers.",57,75
medal of honor: airborne,xbox-360,Pelit (Finland),Medal of Honor: Airborne brings some very nice ideas to an already dead genre. Without the embarrassing enemies and the harsh difficulty level this could be the best MoH game to date. [Sept 2007],89,73
medal of honor: airborne,xbox-360,Cheat Code Central,"The series has been truly moved into the next generation with a step up in visuals, sound quality, and wide-open level design. Thankfully, the gameplay will seem familiar and will be quickly mastered by anyone who's played the series before.",86,73
medal of honor: airborne,xbox-360,Worth Playing,"The title has great gameplay and presentation, but the issues that plague it — the sudden inclusion of out-of-place enemies and the woefully unbalanced multiplayer portion —tend to drag down the overall enjoyment level of an otherwise spectacular game.",85,73
medal of honor: airborne,xbox-360,Jolt Online Gaming UK,"Medal Of Honour: Airborne may well be as gung-ho as a cigar-chomping drill instructor and as shallow as the pool of blood left by one of your expendable buddies, but it doesn’t profess to be anything more than an exciting and enjoyable week’s worth of FPS action.",83,73
medal of honor: airborne,xbox-360,PGNx Media,"Medal of Honor Airborne delivers the most compelling MOH experience in recent years. If you’re looking for a fun, chaotic WWII game this Holiday season, Medal of Honor Airbone is a great choice.",83,73
medal of honor: airborne,xbox-360,DailyGame,"It's not quite as open ended as we'd hoped it would be, but the taste of freedom has whet our appetite for more, and the weapons upgrades keep gunplay fresh throughout the campaign.",83,73
medal of honor: airborne,xbox-360,Gamers' Temple,"Medal of Honor: Airborne is an enjoyable shooter, adding enough to the formula to avoid feeling like a retread of territory you've crossed many times before.",82,73
medal of honor: airborne,xbox-360,GameZone,"Bear in mind that while the parachuting element is unique, this is still a Medal of Honor game. It doesn’t take first-person shooting to new heights. If you expected something else – if you anticipated next-gen innovation – you’ve forgotten that we live in a time where graphics are currently the most likely game feature to receive an update.",82,73
medal of honor: airborne,xbox-360,NZGamer,"Good job EA, you have finally given a parachute to your declining series and now you are ready to pick yourself up from a botched landing and create a truly next-generation shooter.",81,73
medal of honor: airborne,xbox-360,Eurogamer,"What's important, though, is to not get bogged down in the detail too much. It's a game that, when played under pressure, can be a real pain, but taken at your leisure is one to savour.",80,73
medal of honor: airborne,xbox-360,GamePro,"It's not an instant classic by any means, but even burnt-out veterans should enlist and take the plunge for one more tour of duty. [Oct 2007, p.79]",80,73
medal of honor: airborne,xbox-360,Yahoo!,"Yeah, sure, you've been here before, but you've never seen the view from up here. Fortuantely, the game holds up once your boots are on the ground as well.",80,73
medal of honor: airborne,xbox-360,VideoGamer,"Quickly it becomes second nature to scavenge the flanks, and poke your gun into every nook and cranny, looking to surprise your enemy or bypass an overwhelming opposition stronghold.",80,73
medal of honor: airborne,xbox-360,X-ONE Magazine UK,"It's easy to forget the most important aspect of any game should be thta it's entertaining, and Medal of Honor is. Sit back, warm up your trigger-finger and enjoy - that is the point after all. [Issue#24, p.70]",80,73
medal of honor: airborne,xbox-360,DarkStation,If you're a fan of the franchise or just WWII shooters I would still give a strong recommendation to check this game out.,80,73
medal of honor: airborne,xbox-360,games(TM),"Despite Airborne offering more genuine fun than any of its predecessors, there are only so many ways you can approach the same handful of battles. [Oct 2007, p.108]",80,73
medal of honor: airborne,xbox-360,Armchair Empire,Very engaging missions with excellent use of the environment in strategizing the method of securing victory combine with strong online gameplay for a WWII shooter worthy of the honorable mettle of the 82nd Airborne.,80,73
medal of honor: airborne,xbox-360,IC-Games,"Medal of Honor: Airborne is certainly an improvement on what many perceived as a dying brand. It’s not up there yet with the likes of the impending Call of Duty 4, but with a little more innovation and improvements to the online side we can certainly see a return to grace for the once mighty series.",80,73
medal of honor: airborne,xbox-360,IGN,"Medal of Honor: Airborne, while not perfect, is definitely the best game in the franchise to come along in quite a while.",79,73
medal of honor: airborne,xbox-360,TeamXbox,"Medal of Honor Airborne pushes at the boundaries a bit, but mainly stretches the franchise experience, not necessarily breaking new ground for the game industry as a whole.",78,73
medal of honor: airborne,xbox-360,Talk Xbox,"The problem is, World War II games are a dime a dozen these days and aside from the increased freedom and highly entertaining multiplayer modes, there isn’t much to make this stand out in the crowded first person shooter genre. It’s certainly a good game, just not as good as it could’ve been.",78,73
medal of honor: airborne,xbox-360,GameTrailers,"The lack of narrative finesse and the toning down of the scripted events was a good call. It’s not quite the open world shooter that was promised, but it’s definitely a step in the right direction.",78,73
medal of honor: airborne,xbox-360,Console Gameworld,"Another expectedly solid title from EA. Unfortunately, a few faults keep it from true greatness.",77,73
medal of honor: airborne,xbox-360,AtomicGamer,"Combine fictional missions with an unrealized paratrooper advantage, and Medal of Honor: Airborne simply doesn't deliver.",76,73
medal of honor: airborne,xbox-360,Official Xbox Magazine,"It's single-player may be mediocre, but the online play will put a big exclamation point on the end of your summer. [Oct 2007, p.72]",75,73
medal of honor: airborne,xbox-360,MS Xbox World,"Medal of Honor: Airborne is great fun while it lasts, however the single player mode is short and it’s doubtful the multiplayer mode will keep the majority of gamers hooked for a long time.",75,73
medal of honor: airborne,xbox-360,GamerNode,"There are some memorable action scenes in Airborne, along with some great visuals and a top-notch presentation. But be careful, because it's over before you know it.",75,73
medal of honor: airborne,xbox-360,Gaming Age,"If you want my advice, keep the idea, change the time line, okay?",75,73
medal of honor: airborne,xbox-360,GameShark,The first five levels of the six that make up the single player campaign are some of the best that the genre has seen thus far with gameplay that not only fully embraces the open map and vertical gameplay mechanics but also stay at an aggressive yet not overbearing difficulty level.,75,73
medal of honor: airborne,xbox-360,Game Informer,"Medal of Honor: Airborne sprinkles minor moments of brilliance though a minefield of questionable game design. Fans of the series will experience some memorable gunfights, but if you’re a casual gamer looking for a great World War II title, stick with Call of Duty.",73,73
medal of honor: airborne,xbox-360,Game Over Online,"A fair presentation of a game that we’ve all played a lot of times before. I’d like to add the additional criticism here that I found the controls very sloppy for an FPS, and almost downright unresponsive during short periods when there was a big explosion or several grenades going off at once.",72,73
medal of honor: airborne,xbox-360,Xbox World 360 Magazine UK,"An enjoyable and solidly designed Nati-fragger, but one with a series of small niggles. [Nov 2007, p.82]",72,73
medal of honor: airborne,xbox-360,GamingTrend,"Unfortunately, once you land on the ground after your airdrop, Airborne feels just like any other WWII game that you have played before.",72,73
medal of honor: airborne,xbox-360,Gamer 2.0,"So although it may not be worth a purchase, it’s worth playing around with, if only for a while.",71,73
medal of honor: airborne,xbox-360,Play.tm,"But why is Medal of Honor: Airborne so difficult and unforgiving? Well, that's a debatable point, but this reviewer would hazard a guess that the distinct lack of single-player mission content likely has some bearing on it.",71,73
medal of honor: airborne,xbox-360,GameSpot,"If you're tired of the genre, Airborne won't do anything to change your mind, but if you're looking to fight for the Allied cause yet again, it's a worthy tour of duty.",70,73
medal of honor: airborne,xbox-360,GameSpy,"Airborne has a few tricks up its sleeve, but that doesn't necessarily take it to the next level.",70,73
medal of honor: airborne,xbox-360,GameDaily,"The multiplayer mode feels tacked on. Rather than come up with new and innovative stuff, EA offers the following game types: Team Deathmatch (highest score wins), Team Deathmatch Airborne (slightly better, with the Allies parachuting in on the Axis team) and Objective Airborne (essentially Capture the Flag).",70,73
medal of honor: airborne,xbox-360,Official Xbox Magazine UK,"It's still Medal of Honor, and it's still good fun, but it doesn't look or play anywhere near as well as ""Call of Duty,"" and the short campaign somewhat leaves you hanging. [Oct 2007, p.83]",70,73
medal of honor: airborne,xbox-360,PALGN,The game can be a little restrictive but the campaign mode is enjoyable and is sure to satisfy World War II FPS fans.,70,73
medal of honor: airborne,xbox-360,ZTGD,"It isn’t inherently awful, but it suffers from being overly average. It also doesn’t help that the best parts of the game take so long to uncover so those of you with short attention spans will likely grow tired of it long before it picks up.",70,73
medal of honor: airborne,xbox-360,AceGamez,Medal of Honor: Airborne is ultimately made for those who can make it through the lacklustre first half of the game. Persevere and you will be rewarded with some of the best action that WWII shooters have had to offer in a long time.,70,73
medal of honor: airborne,xbox-360,Xbox World Australia,"At the end of the day, Airborne is a competent addition to the series. If you're a fan of these games then most of our complaints will be nothing new to you, and you'll probably approach the new jump mechanic and ostensibly open levels with gusto.",70,73
medal of honor: airborne,xbox-360,Digital Entertainment News,"The parachuting mechanic just isn't well-realized enough to levitate this game (ha) beyond its problems, and there are much better titles on the market this year anyways. Skip it.",70,73
medal of honor: airborne,xbox-360,Games Master UK,"An adequate FPS but there's not enough originality here for us to recommend it. [Oct 2007, p.68]",68,73
medal of honor: airborne,xbox-360,Gaming Nexus,"Overall, I have mixed feelings about Medal of Honor Airborne. At times the game was fun, but other times there wasn’t too much to hold my attention. The weapons upgrades were nice, but the difficulty of aiming the darn things made me frustrated.",68,73
medal of honor: airborne,xbox-360,Electronic Gaming Monthly,"Only tried-and-true multiplayer modes with smooth Net play save this from utter mediocrity. [Oct 2007, p.86]",67,73
medal of honor: airborne,xbox-360,1UP,"Whether under the guise of modeling real-world weapon accuracy or not, no excuse rationalizes repeated misses with scoped-in headshots from a sniper rifle.",65,73
medal of honor: airborne,xbox-360,Game Almighty,"The presentation is fantastic and the multiplayer is surprisingly fun, but unfortunately Airborne’s new features feel like a desperate attempt to get one more iteration out of this aging series. Medal of Honor: Airborne just screams of a game with lots of interesting ideas that no one actually sat down to play and decide if they were fun.",65,73
medal of honor: airborne,xbox-360,Extreme Gamer,"Medal of Honor: Airborne jumps from it's Xbox 360 rendered C-47 airplane to land in mine field of gameplay issues, mediocre graphics and overused mission objectives.",65,73
medal of honor: airborne,pc,GameDaily,"The system of ducking behind cover and maneuvering to shoot above or around it works perfectly, delivering non-stop action and excitement.",90,78
medal of honor: airborne,pc,PC Gamer,"This latest Medal of Honor proves to be the best of the series, and one of the deepest and most challenging World War II shooters I've ever played. [Nov 2007, p.68]",88,78
medal of honor: airborne,pc,PC Gamer UK,"We've seen wide open singleplayer FPS games before, but they've never had this pace or this lust for physical player freedom where every building and every rooftop has been designed to work like a bullet playground. [Oct 2007, p.68]",88,78
medal of honor: airborne,pc,Cheat Code Central,"The series has been truly moved into the next generation with a step up in visuals, sound quality, and wide-open level design. Thankfully, the gameplay will seem familiar and will be quickly mastered by anyone who's played the series before.",86,78
medal of honor: airborne,pc,Play.tm,"The most enjoyable FPS narrative based WWII shooter I've played in years, and I loved Call of Duty.",85,78
medal of honor: airborne,pc,Worth Playing,"The title has great gameplay and presentation, but the issues that plague it — the sudden inclusion of out-of-place enemies and the woefully unbalanced multiplayer portion —tend to drag down the overall enjoyment level of an otherwise spectacular game.",85,78
