GPID,GameID,difficulty_easy,difficulty_just_right,difficulty_simple,difficulty_tough,difficulty_unforgiving,play_time_lt_1_hour,play_time_ge_80_hours,play_time_approx_1_hour,play_time_approx_12_hours,play_time_approx_2_hours,play_time_approx_20_hours,play_time_approx_4_hours,play_time_approx_40_hours,play_time_approx_60_hours,play_time_approx_8_hours,completion_beat_it,completion_conquered_it,completion_halfway,completion_played_it,completion_tried_it,difficulty_avg,completion_avg,playtime_avg
854,854,0.0,23.25,1.27,57.01,18.47,0.56,95.0,0.0,0.56,1.11,0.56,0.0,1.11,1.11,0.0,19.35,12.62,9.26,38.29,20.48,2.7421,2.0517000000000003,77.31700000000001
855,855,6.03,65.11,1.37,25.83,1.67,0.11,66.01,0.06,0.65,0.03,2.65,0.11,11.12,18.9,0.37,35.74,21.18,11.25,19.8,12.03,2.2012,2.8201000000000005,69.24
856,856,9.18,57.25,0.72,30.42,2.44,0.26,12.92,0.0,4.91,0.26,21.96,0.26,47.8,9.82,1.81,25.84,15.07,12.98,24.18,21.93,2.2298,2.3571,40.4922
857,857,14.31,56.29,3.98,23.6,1.82,0.12,37.16,0.12,1.22,0.02,5.02,0.12,22.86,32.87,0.47,38.07,19.64,12.4,15.44,14.46,2.0713000000000004,2.8554000000000004,59.788999999999994
858,858,21.63,64.63,2.58,10.49,0.68,0.22,24.88,0.13,2.04,0.09,9.57,0.09,30.49,31.88,0.61,34.26,32.94,12.62,12.8,7.38,1.8698,3.1422,53.443850000000005
859,859,9.47,74.66,2.23,11.88,1.76,0.51,94.07,0.08,0.85,0.0,1.02,0.25,1.35,1.69,0.17,42.62,15.4,15.97,22.65,3.36,2.0193999999999996,2.9002999999999997,77.14509999999999
860,860,6.52,51.29,0.51,37.74,3.95,0.39,12.84,0.0,3.89,0.0,13.23,0.39,50.58,17.51,1.17,23.37,10.23,18.17,26.63,21.6,2.3468,2.1897,44.2359
861,861,4.16,45.32,0.21,43.45,6.86,1.75,2.8,13.29,11.19,21.33,5.59,21.68,2.1,1.05,19.23,41.55,20.13,11.48,17.94,8.9,2.4594000000000005,2.9652,9.08695
862,862,2.64,37.24,0.24,55.3,4.59,0.21,10.73,0.0,5.64,0.14,25.3,0.63,47.67,8.36,1.32,43.51,27.13,10.7,12.66,6.01,2.5702999999999996,3.2263,38.5405
863,863,7.5,59.48,0.94,29.81,2.28,0.22,32.52,0.12,2.45,0.12,10.1,0.3,27.2,26.17,0.81,45.48,26.56,14.74,10.44,2.77,2.2367,3.3085000000000004,54.994
864,864,6.93,58.47,0.6,31.73,2.27,0.09,16.11,0.0,3.72,0.18,16.81,0.27,43.63,18.5,0.71,40.42,32.81,6.88,11.61,8.28,2.2647,3.2657000000000007,45.3205
865,865,2.21,31.41,0.34,58.32,7.72,0.12,17.02,0.0,2.14,0.12,10.0,0.48,37.14,32.26,0.71,39.09,25.15,6.11,16.71,12.94,2.6349,2.9882999999999997,50.16440000000001
866,866,8.0,50.17,1.29,36.14,4.39,0.28,5.81,0.28,11.07,0.28,34.99,1.38,37.21,6.22,2.49,33.37,15.37,8.98,19.24,23.04,2.3122,2.552,31.8546
867,867,18.93,54.21,1.89,23.08,1.89,0.0,13.16,0.0,6.07,0.39,26.64,0.55,41.28,10.36,1.56,39.63,31.68,9.17,12.72,6.8,2.0414999999999996,3.2310000000000003,39.467
868,868,0.8,59.2,2.4,33.6,4.0,4.69,48.44,3.13,6.25,3.13,3.13,3.13,12.5,9.38,6.25,18.36,20.06,1.69,40.4,19.49,2.3440000000000003,2.1694999999999998,51.506350000000005
869,869,10.91,80.0,1.82,3.64,3.64,3.45,72.41,0.0,0.0,3.45,0.0,0.0,10.34,10.34,0.0,32.26,20.97,19.35,22.58,4.84,1.9456999999999995,2.7903999999999995,68.37149999999998
870,870,12.09,67.58,1.65,17.03,1.65,0.0,18.03,0.0,9.02,0.0,13.93,2.46,33.61,17.21,5.74,26.97,32.58,7.58,15.17,17.7,2.0494,2.8623000000000003,42.62000000000001
871,871,18.29,62.2,2.44,8.54,8.54,0.0,35.42,0.0,10.42,0.0,12.5,2.08,12.5,27.08,0.0,37.61,22.94,11.01,21.1,7.34,1.9637,2.9266,53.4176
872,872,4.43,57.59,0.63,33.54,3.8,0.0,0.96,0.0,25.96,1.92,33.65,6.73,8.65,0.96,21.15,33.33,21.9,7.62,25.71,11.43,2.3226,2.733,16.648799999999998
873,873,11.06,72.12,1.92,13.46,1.44,0.0,3.55,1.42,17.73,0.71,50.35,0.71,13.48,6.38,5.67,33.96,28.36,9.7,22.76,5.22,2.0191999999999997,2.9665999999999997,24.760900000000003
874,874,5.0,57.5,0.0,25.0,12.5,0.0,6.25,0.0,6.25,6.25,25.0,0.0,31.25,18.75,6.25,20.78,11.69,15.58,31.17,20.78,2.325,2.1299,35.125
875,875,7.45,75.53,1.06,11.7,4.26,0.0,7.81,1.56,23.44,0.0,35.94,3.13,20.31,3.13,4.69,27.7,23.65,8.11,23.65,16.89,2.0745,2.6215999999999995,26.759
876,876,50.0,35.0,12.5,2.5,0.0,5.26,0.0,0.0,10.53,10.53,15.79,36.84,0.0,0.0,21.05,26.58,2.53,16.46,25.32,29.11,1.4,2.0379,7.842399999999999
877,877,13.71,73.42,0.84,11.6,0.42,0.0,3.24,0.0,12.96,0.0,34.26,1.39,39.81,5.09,3.24,20.97,12.22,13.5,27.75,25.57,1.9745,2.1308,30.292
878,878,2.38,66.67,0.0,28.57,2.38,0.0,69.23,0.0,7.69,0.0,0.0,0.0,7.69,15.38,0.0,24.21,21.05,7.37,29.47,17.89,2.2857,2.4314,68.61080000000001
879,879,4.44,66.67,0.0,24.44,4.44,0.0,77.42,0.0,3.23,0.0,6.45,0.0,9.68,3.23,0.0,24.14,27.59,9.2,29.89,9.2,2.2442,2.6441000000000003,69.42360000000001
880,880,5.17,58.62,1.72,31.03,3.45,0.0,72.41,0.0,3.45,0.0,3.45,0.0,6.9,10.34,3.45,31.08,27.03,17.57,24.32,0.0,2.2757,2.9189999999999996,68.27199999999999
881,881,2.44,70.73,0.0,26.83,0.0,0.0,79.17,0.0,8.33,0.0,0.0,0.0,12.5,0.0,0.0,28.81,25.42,10.17,30.51,5.08,2.2439,2.7285000000000004,69.3356
882,882,2.63,63.16,0.0,34.21,0.0,0.0,88.46,0.0,7.69,0.0,0.0,0.0,3.85,0.0,0.0,38.46,28.85,11.54,15.38,5.77,2.3158,3.1346999999999996,73.23079999999999
883,883,6.25,43.75,0.0,43.75,6.25,4.0,88.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,44.9,16.33,4.08,30.61,4.08,2.4375,2.8777000000000004,72.36
884,884,4.35,52.17,0.0,34.78,8.7,0.0,94.74,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,44.83,27.59,0.0,24.14,3.45,2.3912999999999998,3.1727,77.896
885,885,8.0,52.0,0.0,32.0,8.0,0.0,20.0,0.0,33.33,0.0,20.0,6.67,13.33,6.67,0.0,23.08,17.95,12.82,20.51,25.64,2.32,2.3590999999999998,33.6004
886,886,13.95,58.14,4.65,13.95,9.3,0.0,18.18,0.0,36.36,0.0,18.18,9.09,9.09,4.55,4.55,24.44,7.78,15.56,22.22,30.0,2.0463,2.1222,29.636800000000004
887,887,12.07,63.79,3.45,17.24,3.45,0.0,10.0,0.0,10.0,0.0,23.33,0.0,20.0,20.0,16.67,19.33,15.13,11.76,24.37,29.41,2.0517,2.1514,35.199600000000004
888,888,4.44,37.78,0.0,35.56,22.22,0.0,9.09,4.55,13.64,0.0,36.36,0.0,18.18,13.64,4.55,21.52,13.92,7.59,35.44,21.52,2.5334,2.1390000000000002,32.02355000000001
889,889,10.81,64.86,2.7,20.27,1.35,0.0,0.0,0.0,25.0,0.0,30.0,0.0,7.5,2.5,35.0,29.01,20.99,8.64,17.9,23.46,2.0809,2.5864,16.3
890,890,5.66,55.19,0.0,32.08,7.08,0.0,24.14,1.15,2.3,1.15,14.94,6.9,35.63,12.64,1.15,24.17,10.93,20.2,34.44,10.26,2.3352,2.2550000000000003,44.80874999999999
891,891,15.24,75.61,0.41,7.11,1.63,0.0,13.67,0.0,11.87,0.36,19.42,0.72,38.13,13.67,2.16,33.81,22.06,19.05,20.32,4.76,1.9309,2.8666,39.90720000000001
892,892,8.92,81.45,2.65,6.51,0.48,1.36,33.03,0.0,2.71,0.0,13.12,0.45,25.34,22.62,1.36,38.59,14.34,21.82,21.62,3.64,1.9544,2.8062,53.22160000000001
893,893,8.33,80.13,3.85,5.77,1.92,1.11,62.78,0.56,2.22,0.56,3.89,0.0,13.89,14.44,0.56,36.9,16.34,19.72,22.82,4.23,1.9550999999999998,2.7944999999999998,65.55829999999999
894,894,13.89,44.44,13.89,22.22,5.56,0.0,17.86,3.57,3.57,25.0,14.29,7.14,21.43,3.57,3.57,25.81,16.13,3.23,48.39,6.45,2.0,2.2906,29.377449999999996
895,895,8.9,66.75,2.36,19.9,2.09,0.0,33.33,0.58,6.43,1.75,8.19,1.75,22.22,20.47,5.26,14.35,10.83,10.09,39.4,25.32,2.1073000000000004,1.8562,50.772299999999994
896,896,11.58,70.36,1.36,15.33,1.36,0.0,52.17,0.0,4.35,1.74,8.7,0.43,17.39,14.78,0.43,18.56,10.26,20.67,31.79,18.72,2.0373000000000006,2.0713,59.9084
897,897,9.25,74.54,1.85,13.37,1.0,1.23,46.5,0.0,3.29,0.0,10.7,0.41,20.99,16.46,0.41,23.4,8.94,33.51,26.81,7.34,2.0329,2.3053,58.0683
898,898,8.58,73.55,2.09,15.08,0.7,2.53,36.71,1.27,5.7,1.27,8.23,1.9,18.35,22.15,1.9,20.49,9.01,23.67,41.34,5.48,2.0511,2.1216,52.61305
899,899,6.87,79.83,1.29,10.73,1.29,0.0,57.39,0.0,2.61,0.87,3.48,0.87,11.3,21.74,1.74,34.98,7.07,18.73,32.86,6.36,2.0388,2.4488,64.6766
900,900,21.36,65.05,1.94,11.17,0.49,0.0,18.38,0.0,5.15,0.0,22.06,2.21,36.03,10.29,5.88,39.59,25.13,5.84,17.51,11.93,1.8837999999999997,3.0,40.8788
901,901,22.09,69.77,1.74,5.81,0.58,0.0,12.61,0.0,8.11,0.9,24.32,2.7,37.84,9.01,4.5,42.72,29.61,11.65,12.14,3.88,1.8254000000000001,3.2864,36.953199999999995
902,902,35.21,50.0,3.52,7.04,4.23,3.7,27.16,0.0,6.17,0.0,19.75,1.23,23.46,17.28,1.23,33.92,19.3,21.05,19.3,6.43,1.7254000000000003,2.8071,46.355
903,903,21.0,65.83,4.08,9.09,0.0,0.0,2.38,0.0,29.52,0.0,49.05,0.0,13.81,1.9,3.33,36.21,20.34,10.52,17.41,15.52,1.8401000000000003,2.8017000000000007,22.186799999999998
904,904,0.0,27.27,0.0,54.55,18.18,0.0,7.14,0.0,35.71,7.14,14.29,0.0,14.29,21.43,0.0,31.03,10.34,6.9,27.59,24.14,2.7272999999999996,2.3101000000000003,31.572
905,905,3.7,72.22,0.93,19.44,3.7,0.0,1.3,0.0,35.06,0.0,29.87,1.3,11.69,1.3,19.48,37.4,28.05,4.88,13.82,15.85,2.1849,3.0122999999999998,18.287599999999998
906,906,1.57,23.09,0.59,65.26,9.49,0.36,45.13,0.36,2.17,0.18,3.79,0.36,19.49,27.44,0.72,35.09,18.82,19.76,22.66,3.66,2.7259,2.8148,61.4634
907,907,3.03,33.33,0.0,48.48,15.15,0.0,5.26,0.0,5.26,0.0,21.05,0.0,47.37,10.53,10.53,32.14,3.57,10.71,32.14,21.43,2.6058,2.1782999999999997,35.157599999999995
908,908,6.08,68.92,1.35,19.59,4.05,0.0,25.0,0.0,6.25,0.0,15.63,0.0,33.33,18.75,1.04,38.43,32.09,7.46,14.55,7.46,2.1619,3.1901000000000006,48.54119999999999
909,909,1.54,26.15,0.0,69.23,3.08,0.0,15.15,0.0,21.21,3.03,12.12,9.09,24.24,6.06,9.09,26.95,19.16,10.78,22.75,20.36,2.7077,2.4911000000000003,31.572599999999994
910,910,4.76,47.62,0.0,40.48,7.14,5.88,5.88,0.0,29.41,0.0,41.18,5.88,5.88,0.0,5.88,33.33,3.51,19.3,33.33,10.53,2.4286,2.2982,19.585600000000003
911,911,9.52,71.43,0.68,10.2,8.16,1.1,15.38,1.1,34.07,0.0,27.47,1.1,2.2,1.1,16.48,43.19,21.79,6.61,15.18,13.23,2.0814000000000004,3.0155000000000003,24.805300000000003
912,912,3.28,61.68,0.73,31.39,2.92,0.63,10.76,0.0,1.9,0.0,10.13,1.27,43.67,30.38,1.27,29.98,20.44,12.95,22.83,13.8,2.303,2.6421000000000006,46.7167
913,913,18.07,48.19,4.82,27.71,1.2,0.0,5.88,0.0,35.29,1.96,31.37,3.92,7.84,1.96,11.76,42.6,8.28,7.1,18.93,23.08,2.0599999999999996,2.5973,20.6616
914,914,16.13,61.29,4.84,16.13,1.61,0.0,0.0,0.0,12.5,3.13,12.5,15.63,3.13,6.25,46.88,36.64,12.07,2.16,18.97,30.17,1.9677,2.483,13.440199999999999
915,915,55.56,16.67,11.11,16.67,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,0.0,0.0,40.0,26.67,16.67,13.33,16.67,26.67,1.5002000000000002,2.4336,8.6
916,916,12.5,72.5,5.0,10.0,0.0,0.0,0.0,7.14,42.86,7.14,35.71,0.0,0.0,0.0,7.14,18.57,14.29,7.86,30.71,28.57,1.925,2.0644,13.034899999999999
917,917,2.78,66.67,5.56,22.22,2.78,9.09,9.09,0.0,0.0,0.0,27.27,0.0,9.09,18.18,27.27,17.65,8.24,18.82,21.18,34.12,2.1668000000000003,1.965,29.5425
918,918,0.0,54.76,0.0,33.33,11.9,7.69,0.0,0.0,38.46,0.0,26.92,0.0,11.54,0.0,15.38,33.83,10.53,6.02,25.56,24.06,2.4520999999999997,2.391,15.9225
919,919,17.91,72.39,1.49,7.46,0.75,1.23,4.94,0.0,24.69,0.0,44.44,2.47,9.88,1.23,11.11,47.44,20.19,4.81,13.14,14.42,1.8881000000000001,3.077,21.492700000000003
920,920,17.16,71.64,1.49,7.46,2.24,0.0,3.85,0.0,28.21,1.28,43.59,5.13,8.97,0.0,8.97,41.82,16.67,7.88,15.45,18.18,1.9103,2.8335000000000004,19.7196
921,921,24.76,55.24,6.67,12.38,0.95,0.0,2.86,2.86,25.71,14.29,20.0,18.57,1.43,1.43,12.86,42.01,21.93,4.46,12.64,18.96,1.819,2.9628,12.874900000000002
922,922,61.11,16.67,16.67,0.0,5.56,0.0,16.67,0.0,16.67,0.0,41.67,8.33,8.33,0.0,8.33,44.0,20.0,4.0,16.0,16.0,1.278,2.96,28.002
923,923,5.0,65.0,2.5,25.0,2.5,0.0,9.09,0.0,9.09,0.0,18.18,0.0,45.45,9.09,9.09,18.84,11.59,14.49,37.68,17.39,2.2,2.0577,36.36
924,924,15.87,44.44,1.59,30.16,7.94,0.0,0.0,0.0,37.93,3.45,20.69,3.45,0.0,0.0,34.48,31.37,13.07,11.11,24.18,20.26,2.2064,2.4442000000000004,11.654999999999998
925,925,16.67,58.33,0.0,16.67,8.33,0.0,5.26,0.0,31.58,0.0,10.53,5.26,36.84,5.26,5.26,25.76,18.18,6.06,22.73,27.27,2.0833,2.3788,28.6268
926,926,20.41,66.33,4.08,9.18,0.0,2.33,4.65,0.0,13.95,9.3,30.23,11.63,13.95,2.33,11.63,27.91,12.56,3.26,38.6,17.67,1.8469,2.2467,20.0229
927,927,40.91,27.27,22.73,4.55,4.55,0.0,12.5,0.0,6.25,18.75,12.5,18.75,18.75,0.0,12.5,21.92,21.92,3.42,15.07,37.67,1.4547999999999999,2.3494,22.875
928,928,16.67,50.0,8.33,16.67,8.33,0.0,5.56,0.0,5.56,0.0,33.33,5.56,16.67,5.56,27.78,37.5,8.93,1.79,32.14,19.64,2.0,2.4108,24.23
929,929,50.0,32.61,17.39,0.0,0.0,0.0,0.0,0.0,18.18,12.12,6.06,18.18,0.0,0.0,45.45,38.03,22.54,8.45,18.31,12.68,1.3261,2.9017,7.999200000000001
930,930,21.79,66.67,5.56,5.56,0.43,0.0,2.72,3.4,29.93,10.2,17.01,14.97,6.12,0.68,14.97,56.04,8.36,7.74,20.43,7.43,1.7866,3.0094,14.043
931,931,5.04,63.31,2.88,26.62,2.16,0.0,4.92,4.92,11.48,3.28,21.31,8.2,31.15,3.28,11.48,22.43,16.18,13.24,36.4,11.76,2.2087999999999997,2.2908,25.340200000000003
932,932,7.59,67.09,2.53,16.46,6.33,0.0,0.0,0.0,14.63,4.88,51.22,0.0,26.83,2.44,0.0,26.61,12.9,13.71,27.42,19.35,2.1267,2.3223000000000003,24.293200000000002
933,933,28.3,18.87,41.51,7.55,3.77,12.5,25.0,4.17,4.17,16.67,4.17,0.0,12.5,8.33,12.5,15.38,7.69,4.62,30.77,41.54,1.4151000000000002,1.7383000000000002,32.81165000000001
934,934,34.78,21.74,39.13,4.35,0.0,7.14,0.0,0.0,28.57,14.29,14.29,7.14,14.29,0.0,14.29,29.79,8.51,4.26,23.4,34.04,1.3044,2.1915999999999998,13.788399999999998
935,935,25.71,62.86,0.0,8.57,2.86,0.0,6.25,0.0,43.75,6.25,18.75,18.75,6.25,0.0,0.0,36.62,16.9,12.68,16.9,16.9,1.8572000000000002,2.7323999999999997,17.375
936,936,46.43,26.79,19.64,3.57,3.57,0.0,11.11,0.0,14.81,3.7,22.22,11.11,18.52,0.0,18.52,19.2,20.0,13.6,27.2,20.0,1.4106999999999998,2.312,24.517200000000003
937,937,9.77,82.71,1.88,4.51,1.13,0.0,7.32,0.0,10.24,12.2,17.07,32.2,16.1,2.44,2.44,27.69,43.8,6.61,11.98,9.92,1.9398999999999997,3.2108000000000003,20.13
938,938,26.55,59.29,5.31,6.19,2.65,0.0,2.78,0.0,37.5,1.39,20.83,13.89,5.56,0.0,18.06,39.15,22.55,6.81,12.34,19.15,1.7695999999999998,2.9191,15.142199999999997
939,939,5.08,62.57,0.75,28.61,2.99,0.14,5.59,0.21,27.48,0.35,28.19,3.19,8.92,1.98,23.94,55.66,20.65,2.7,9.15,11.83,2.2577000000000003,3.3161999999999994,20.21585
940,940,5.62,70.09,0.52,22.03,1.74,0.15,7.3,0.15,30.66,0.07,29.92,2.51,9.65,1.92,17.69,56.83,17.53,2.55,9.04,14.06,2.1763000000000003,3.2564000000000006,22.034449999999996
941,941,6.99,64.62,0.59,25.66,2.13,0.06,7.62,0.12,33.37,0.37,25.45,2.46,7.99,2.03,20.53,62.44,14.49,8.85,10.15,4.07,2.2019,3.3963999999999994,21.353799999999996
942,942,10.28,70.16,2.96,14.03,2.57,0.0,4.32,0.54,34.32,0.54,25.68,3.24,5.41,1.08,24.86,60.77,13.58,8.23,10.29,7.13,2.0336000000000003,3.3128,17.654300000000003
943,943,5.08,62.57,0.75,28.61,2.99,0.14,5.59,0.21,27.48,0.35,28.19,3.19,8.92,1.98,23.94,55.66,20.65,2.7,9.15,11.83,2.2577000000000003,3.3161999999999994,20.21585
944,944,13.1,75.11,0.0,10.92,0.87,0.0,2.0,0.0,27.33,2.0,34.67,3.33,4.67,2.67,23.33,45.13,22.77,6.21,12.22,13.66,1.9868999999999999,3.099,17.3232
945,945,12.03,63.91,2.26,18.8,3.01,1.82,1.82,5.45,40.0,1.82,32.73,0.0,3.64,0.0,12.73,20.86,10.55,8.87,27.1,32.61,2.0754,2.0309,15.358249999999996
946,946,2.74,53.42,0.0,41.1,2.74,0.0,0.0,0.0,24.49,0.0,36.73,12.24,4.08,4.08,18.37,38.36,15.72,5.03,15.72,25.16,2.411,2.6726,16.324
947,947,7.78,44.44,2.22,41.11,4.44,0.0,5.41,2.7,24.32,0.0,29.73,10.81,10.81,2.7,13.51,22.48,7.8,16.51,33.03,20.18,2.3552999999999997,2.0735,20.663100000000004
948,948,6.4,20.54,2.02,6.06,64.98,0.0,74.81,0.0,7.25,0.38,7.63,4.2,2.29,0.0,3.44,18.46,65.84,4.96,4.68,6.06,2.6262,3.5786000000000002,63.61080000000002
949,949,7.76,76.72,3.45,12.07,0.0,10.13,0.0,15.19,20.25,8.86,11.39,12.66,2.53,0.0,18.99,48.3,13.21,4.91,18.49,15.09,2.0086,2.8944,8.10005
950,950,11.42,76.4,0.63,11.29,0.25,0.0,1.02,0.0,48.98,0.34,32.54,2.03,3.22,0.51,11.36,32.16,49.44,4.9,6.71,6.79,1.9947,3.4969999999999994,15.792399999999997
951,951,13.25,74.36,0.85,11.54,0.0,0.0,2.5,0.0,33.75,0.0,28.75,1.88,5.0,0.63,27.5,49.49,14.14,5.05,11.83,19.48,1.9744,2.9593000000000003,16.4532
952,952,1.72,81.03,0.0,13.79,3.45,0.0,9.68,0.0,22.58,3.23,41.94,3.23,6.45,0.0,12.9,31.67,17.5,11.67,19.17,20.0,2.155,2.5919,22.647399999999998
953,953,2.73,32.73,0.0,54.55,10.0,0.0,33.33,0.0,6.41,5.13,24.36,1.28,12.82,5.13,11.54,36.42,24.07,6.79,18.52,14.2,2.6184,2.882599999999999,41.5882
954,954,8.7,60.87,4.35,21.74,4.35,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,10.0,50.0,24.39,14.63,4.88,34.15,21.95,2.1306,2.2194,14.6
955,955,16.46,69.62,1.9,10.76,1.27,1.14,3.41,0.0,7.95,0.0,27.27,1.14,48.86,7.95,2.27,27.48,12.75,11.33,26.35,22.1,1.9369000000000003,2.3203,33.688599999999994
956,956,17.78,63.33,12.22,4.44,2.22,0.0,31.03,1.72,8.62,0.0,8.62,1.72,32.76,15.52,0.0,37.86,25.24,18.45,11.65,6.8,1.7664,3.0774999999999992,50.0758
957,957,12.31,27.08,20.0,9.85,30.77,4.02,31.03,4.02,12.07,4.6,7.47,9.77,13.79,2.87,10.34,27.97,13.75,11.66,38.46,8.16,2.0833,2.3682,36.3747
958,958,30.0,45.0,10.0,15.0,0.0,0.0,9.09,0.0,18.18,0.0,27.27,0.0,0.0,18.18,27.27,20.0,26.0,6.0,18.0,30.0,1.75,2.44,27.9972
959,959,5.14,57.71,1.71,32.0,3.43,0.0,57.66,0.0,0.9,1.8,0.9,1.8,10.81,23.42,2.7,37.38,19.63,13.08,25.7,4.21,2.2855999999999996,2.8411,65.116
960,960,4.7,37.32,0.71,52.99,4.27,0.72,40.38,0.0,3.61,0.0,7.45,1.44,20.67,25.0,0.72,30.66,17.38,15.74,21.29,14.92,2.5183,2.5984999999999996,57.6176
961,961,1.83,54.62,0.91,40.16,2.48,0.45,4.88,0.23,2.89,0.23,13.73,0.45,61.46,15.1,0.57,44.03,35.36,6.49,11.49,2.62,2.3989999999999996,3.4465000000000003,40.71465
962,962,4.88,61.41,0.4,31.55,1.76,0.23,4.97,0.0,12.7,0.23,46.07,0.69,25.17,4.5,5.43,40.09,26.58,8.37,13.19,11.77,2.2803,3.0838000000000005,27.9509
963,963,4.06,65.63,0.56,26.93,2.82,0.15,3.99,0.15,25.68,0.15,40.07,1.33,14.98,2.95,10.55,49.44,30.38,3.87,7.69,8.62,2.2513,3.4333,22.95205
964,964,5.45,66.45,0.72,25.33,2.04,0.1,2.49,0.0,31.82,0.2,38.69,1.79,7.66,1.64,15.61,51.64,27.58,3.13,7.13,10.53,2.2118,3.4079999999999995,18.921800000000005
965,965,7.48,69.98,0.78,19.2,2.57,0.16,2.55,0.32,39.71,0.32,27.75,1.59,4.78,0.8,22.01,49.32,23.74,8.9,11.63,6.42,2.1353,3.2809,16.5812
966,966,9.06,73.0,1.66,14.52,1.75,0.0,2.36,0.12,29.85,1.12,20.15,11.69,5.72,2.11,26.87,50.78,26.61,2.71,8.62,11.28,2.0553,3.3488000000000007,15.6942
967,967,8.45,72.39,1.88,14.21,3.08,0.0,5.03,0.34,29.82,1.51,25.29,7.71,5.03,1.51,23.79,50.9,30.18,5.86,6.31,6.76,2.0698,3.4911000000000003,17.8219
968,968,8.29,74.57,0.0,15.8,1.35,0.0,4.32,0.0,24.32,0.0,44.86,1.08,15.41,2.16,7.84,41.43,32.23,9.34,9.46,7.54,2.0888,3.3031999999999995,23.476799999999997
969,969,4.7,37.32,0.71,52.99,4.27,0.72,40.38,0.0,3.61,0.0,7.45,1.44,20.67,25.0,0.72,30.66,17.38,15.74,21.29,14.92,2.5183,2.5984999999999996,57.6176
970,970,13.85,65.64,1.54,17.44,1.54,4.0,10.4,0.8,18.4,1.6,24.8,12.0,12.0,2.4,13.6,33.06,32.52,4.88,17.62,11.92,2.0361000000000002,3.0162,23.372000000000003
971,971,18.18,65.45,3.64,10.91,1.82,13.16,0.0,26.32,15.79,5.26,5.26,21.05,0.0,2.63,10.53,37.18,35.9,5.13,15.38,6.41,1.9091,3.2437,6.5776
972,972,7.41,79.01,1.23,11.11,1.23,1.85,12.96,0.0,16.67,5.56,37.04,3.7,14.81,1.85,5.56,37.96,33.58,3.65,18.25,6.57,2.0368,3.1828000000000003,27.532899999999998
973,973,1.79,28.57,1.79,50.0,17.86,7.41,0.0,3.7,18.52,3.7,7.41,11.11,0.0,3.7,44.44,24.53,4.4,7.55,23.9,39.62,2.6430000000000002,1.9434,10.0906
974,974,10.17,77.62,1.1,10.43,0.68,0.0,9.91,0.0,3.88,0.14,26.2,0.5,48.53,9.91,0.93,31.45,43.74,6.79,10.47,7.55,1.9983999999999997,3.3236000000000003,39.0888
975,975,30.73,56.6,4.95,7.12,0.6,0.34,5.98,0.23,4.62,0.23,27.85,0.34,49.49,9.92,1.01,33.89,25.39,10.27,15.58,14.87,1.7204000000000002,2.8811,36.759949999999996
976,976,6.17,64.2,1.08,24.69,3.86,0.71,19.95,0.48,16.15,1.66,20.9,6.65,11.16,3.8,18.53,37.63,16.05,8.44,19.48,18.39,2.2130000000000005,2.6947,30.613099999999996
977,977,8.53,59.69,2.33,25.58,3.88,1.61,3.23,1.61,27.42,0.0,30.65,8.06,6.45,1.61,19.35,35.0,11.11,15.56,27.22,11.11,2.1862,2.5389,17.44495
978,978,12.5,56.25,2.68,24.11,4.46,0.0,3.77,0.0,30.19,3.77,28.3,7.55,7.55,0.0,18.87,32.63,13.14,11.44,23.73,19.07,2.1338999999999997,2.4876,17.2058
979,979,3.77,75.47,0.0,20.75,0.0,0.0,0.0,0.0,64.89,0.0,25.53,1.06,1.06,0.0,7.45,59.84,31.15,1.64,3.28,4.1,2.1696,3.7461999999999995,13.955200000000001
980,980,12.18,68.02,1.52,16.24,2.03,0.0,28.78,0.0,1.44,0.0,6.47,0.0,20.86,41.01,1.44,30.09,23.4,10.33,17.93,18.24,2.0455,2.7078999999999995,57.556000000000004
981,981,10.67,61.33,2.67,22.67,2.67,0.0,5.13,0.0,17.95,0.0,25.64,17.95,15.38,0.0,17.95,35.66,14.73,15.5,16.28,17.83,2.1201999999999996,2.6666999999999996,19.691999999999997
982,982,5.05,15.15,0.0,63.64,16.16,1.64,1.64,3.28,4.92,29.51,13.11,19.67,0.0,0.0,26.23,35.06,19.48,10.39,24.68,10.39,2.7475,2.7401,8.0326
983,983,0.38,7.92,0.75,33.21,57.74,1.38,11.72,2.07,11.72,8.97,9.66,10.34,34.48,2.07,7.59,39.51,16.79,10.62,22.22,10.86,2.8982,2.7952,28.97274999999999
984,984,3.84,61.29,0.66,29.82,4.39,0.21,55.42,0.42,2.71,0.63,6.46,0.63,12.5,19.17,1.88,22.2,16.78,13.22,33.3,14.5,2.2971,2.3016,62.64760000000001
985,985,2.5,55.76,0.67,34.93,6.14,0.0,65.61,0.18,1.4,0.35,5.26,1.23,9.12,15.44,1.4,21.5,17.59,15.66,32.54,12.71,2.3789999999999996,2.3293,66.7891
986,986,6.39,49.53,1.18,36.28,6.62,0.4,58.06,0.2,2.82,0.2,7.66,0.6,13.51,14.92,1.61,21.81,6.73,21.81,32.63,17.02,2.3533000000000004,2.0743,62.83619999999999
